Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,WorkLifeBalance,,
50,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Senior Level,Research Director,Low,Married,Yes,Excellent,Better,,
40,Yes,Travel_Rarely,Sales,Master,Marketing,Male,Mid Level,Sales Executive,Medium,Single,Yes,Excellent,Better,,
52,Yes,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Mid Level,Sales Executive,Medium,Single,Yes,Excellent,Good,,
30,No,Travel_Rarely,Research & Development,Master,Medical,Female,Mid Level,Manager,Low,Married,Yes,Outstanding,Better,,
39,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Manufacturing Director,High,Single,No,Excellent,Better,,
31,No,Non-Travel,Sales,Master,Life Sciences,Female,Mid Level,Sales Executive,High,Divorced,Yes,Excellent,Good,,
41,No,Non-Travel,Sales,College,Medical,Male,Junior Level,Sales Executive,Medium,Single,No,Excellent,Better,,
31,Yes,Travel_Frequently,Sales,Bachelor,Life Sciences,Female,Entry Level,Sales Representative,Medium,Single,Yes,Excellent,Best,,
44,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Best,,
42,No,Non-Travel,Research & Development,Below College,Life Sciences,Male,Senior Level,Manager,High,Married,Yes,Excellent,Good,,
55,No,Travel_Rarely,Research & Development,College,Medical,Female,Executive Level,Manager,High,Married,No,Excellent,Better,,
56,No,Travel_Rarely,Human Resources,Master,Life Sciences,Male,Executive Level,Manager,Medium,Single,No,Excellent,Better,,
40,No,Non-Travel,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,High,Divorced,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Healthcare Representative,Very High,Divorced,No,Excellent,Good,,
40,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Research Scientist,Very High,Single,No,Excellent,Better,,
41,No,Travel_Frequently,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
35,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Junior Level,Research Scientist,High,Single,Yes,Excellent,Better,,
51,No,Travel_Rarely,Human Resources,Bachelor,Life Sciences,Male,Senior Level,Manager,Medium,Divorced,Yes,Excellent,Better,,
38,No,Travel_Rarely,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,College,Medical,Female,Junior Level,Sales Executive,Low,Single,No,Excellent,Best,,
25,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Good,,
58,Yes,Travel_Rarely,Research & Development,Master,Medical,Female,Mid Level,Manufacturing Director,Low,Married,Yes,Excellent,Good,,
40,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Medium,Married,No,Outstanding,Better,,
36,No,Travel_Frequently,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Low,Married,No,Excellent,Good,,
48,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Manufacturing Director,Very High,Single,No,Excellent,Better,,
27,No,Travel_Rarely,Sales,Bachelor,Medical,Female,Entry Level,Sales Representative,Very High,Married,No,Excellent,Better,,
51,No,Travel_Rarely,Research & Development,College,Technical Degree,Female,Senior Level,Manufacturing Director,Medium,Single,No,Excellent,Good,,
18,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Single,No,Excellent,Best,,
35,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
27,No,Travel_Frequently,Sales,Below College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,No,Outstanding,Better,,
55,Yes,Travel_Rarely,Sales,Master,Marketing,Male,Senior Level,Sales Executive,High,Single,Yes,Excellent,Good,,
56,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Senior Level,Manufacturing Director,Medium,Married,Yes,Excellent,Better,,
34,No,Non-Travel,Research & Development,Below College,Technical Degree,Female,Entry Level,Research Scientist,High,Divorced,No,Outstanding,Better,,
40,No,Travel_Rarely,Research & Development,Below College,Medical,Female,Junior Level,Healthcare Representative,High,Divorced,No,Outstanding,Better,,
34,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Laboratory Technician,High,Married,No,Excellent,Better,,
31,Yes,Travel_Frequently,Sales,Bachelor,Life Sciences,Female,Entry Level,Sales Representative,Very High,Single,No,Excellent,Best,,
35,Yes,Travel_Frequently,Sales,Master,Marketing,Female,Junior Level,Sales Executive,High,Married,Yes,Excellent,Good,,
38,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,High,Divorced,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Master,Technical Degree,Female,Junior Level,Healthcare Representative,Very High,Single,No,Excellent,Best,,
28,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
31,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,Junior Level,Manufacturing Director,High,Married,Yes,Excellent,Good,,
39,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Best,,
51,No,Travel_Frequently,Sales,Bachelor,Marketing,Male,Mid Level,Sales Executive,Medium,Married,No,Excellent,Better,,
41,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Research Scientist,Very High,Divorced,Yes,Excellent,Good,,
37,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Entry Level,Research Scientist,High,Married,Yes,Excellent,Better,,
33,No,Travel_Frequently,Sales,Below College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Best,,
32,No,Travel_Rarely,Sales,Below College,Marketing,Male,Junior Level,Sales Executive,Medium,Married,Yes,Excellent,Good,,
39,No,Non-Travel,Research & Development,College,Life Sciences,Male,Mid Level,Healthcare Representative,High,Married,No,Outstanding,Better,,
25,No,Travel_Rarely,Sales,Below College,Life Sciences,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
52,No,Travel_Frequently,Research & Development,College,Medical,Female,Senior Level,Manufacturing Director,High,Married,Yes,Excellent,Good,,
43,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Research Scientist,High,Single,Yes,Excellent,Bad,,
27,No,Travel_Rarely,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
27,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Research Scientist,High,Single,Yes,Excellent,Better,,
26,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
42,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Female,Senior Level,Manager,Low,Married,No,Excellent,Better,,
52,No,Travel_Rarely,Research & Development,Master,Other,Female,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Bad,,
37,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
35,No,Travel_Frequently,Research & Development,College,Life Sciences,Male,Mid Level,Manufacturing Director,Very High,Single,No,Excellent,Better,,
25,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Good,,
26,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Entry Level,Laboratory Technician,Low,Single,No,Excellent,Better,,
29,No,Travel_Rarely,Human Resources,Bachelor,Other,Male,Mid Level,Human Resources,Low,Single,No,Excellent,Good,,
49,Yes,Travel_Frequently,Research & Development,College,Life Sciences,Male,Junior Level,Laboratory Technician,Low,Single,No,Outstanding,Better,,
29,Yes,Travel_Frequently,Research & Development,Below College,Other,Female,Mid Level,Healthcare Representative,Very High,Single,Yes,Excellent,Better,,
54,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Senior Level,Research Director,Very High,Single,No,Excellent,Good,,
58,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Executive Level,Research Director,Low,Married,Yes,Outstanding,Better,,
55,No,Travel_Rarely,Research & Development,Master,Medical,Male,Senior Level,Research Director,Very High,Divorced,No,Excellent,Best,,
36,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Medium,Single,Yes,Excellent,Better,,
31,Yes,Travel_Frequently,Sales,Master,Life Sciences,Female,Entry Level,Sales Representative,High,Single,No,Excellent,Better,,
30,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Female,Senior Level,Research Director,Medium,Single,No,Excellent,Best,,
34,No,Travel_Frequently,Research & Development,Master,Other,Male,Entry Level,Research Scientist,Low,Divorced,No,Excellent,Better,,
31,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Medium,Single,No,Excellent,Best,,
27,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Best,,
36,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Laboratory Technician,Very High,Single,No,Excellent,Good,,
36,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Low,Married,No,Excellent,Good,,
47,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Good,,
25,Yes,Travel_Rarely,Sales,College,Life Sciences,Male,Entry Level,Sales Representative,Low,Married,No,Excellent,Better,,
37,No,Non-Travel,Research & Development,College,Technical Degree,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Bad,,
56,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Research Scientist,Low,Married,No,Outstanding,Best,,
47,No,Travel_Rarely,Research & Development,Master,Medical,Female,Senior Level,Research Director,High,Married,No,Excellent,Best,,
24,No,Travel_Rarely,Sales,Below College,Medical,Female,Junior Level,Sales Executive,High,Married,Yes,Excellent,Better,,
32,No,Travel_Rarely,Sales,Doctor,Marketing,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Good,,
34,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Medium,Married,No,Excellent,Good,,
41,No,Travel_Rarely,Research & Development,Doctor,Medical,Male,Entry Level,Research Scientist,High,Married,Yes,Excellent,Good,,
40,No,Non-Travel,Research & Development,Master,Other,Male,Junior Level,Laboratory Technician,High,Divorced,No,Excellent,Best,,
31,No,Travel_Rarely,Sales,College,Life Sciences,Male,Mid Level,Sales Executive,Very High,Divorced,No,Excellent,Better,,
46,Yes,Travel_Rarely,Sales,Bachelor,Marketing,Male,Mid Level,Sales Executive,Very High,Divorced,No,Excellent,Best,,
39,Yes,Non-Travel,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Single,Yes,Outstanding,Best,,
31,Yes,Travel_Frequently,Research & Development,Doctor,Life Sciences,Female,Mid Level,Manufacturing Director,Medium,Single,No,Excellent,Better,,
45,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Mid Level,Healthcare Representative,Low,Divorced,Yes,Excellent,Better,,
31,No,Travel_Rarely,Human Resources,College,Medical,Female,Entry Level,Human Resources,Medium,Single,No,Excellent,Better,,
31,Yes,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,Yes,Excellent,Bad,,
45,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Mid Level,Manufacturing Director,Very High,Married,Yes,Excellent,Best,,
48,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
34,Yes,Travel_Rarely,Human Resources,Master,Technical Degree,Female,Entry Level,Human Resources,High,Married,No,Excellent,Better,,
40,No,Non-Travel,Research & Development,Below College,Medical,Male,Mid Level,Research Director,Medium,Divorced,No,Excellent,Better,,
28,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
44,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
53,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Senior Level,Research Director,Medium,Single,No,Excellent,Good,,
49,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,Junior Level,Healthcare Representative,High,Married,No,Excellent,Good,,
40,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,High,Divorced,No,Excellent,Best,,
44,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Medium,Single,No,Excellent,Good,,
33,No,Travel_Frequently,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,Bachelor,Other,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
30,No,Travel_Rarely,Sales,Below College,Life Sciences,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
42,No,Travel_Frequently,Research & Development,College,Medical,Female,Entry Level,Laboratory Technician,Very High,Single,No,Excellent,Better,,
44,No,Travel_Frequently,Sales,Doctor,Marketing,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
30,No,Non-Travel,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,High,Divorced,No,Excellent,Good,,
57,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Research Scientist,High,Married,No,Outstanding,Good,,
49,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Mid Level,Healthcare Representative,Medium,Divorced,No,Excellent,Better,,
34,No,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Senior Level,Research Director,Low,Divorced,No,Excellent,Good,,
28,Yes,Travel_Frequently,Sales,Bachelor,Technical Degree,Male,Entry Level,Sales Representative,High,Married,No,Excellent,Best,,
29,Yes,Travel_Frequently,Sales,Bachelor,Technical Degree,Female,Junior Level,Sales Executive,Medium,Single,No,Excellent,Bad,,
34,Yes,Travel_Rarely,Sales,Master,Medical,Female,Junior Level,Sales Executive,Medium,Single,Yes,Outstanding,Best,,
35,No,Travel_Rarely,Sales,Below College,Life Sciences,Male,Entry Level,Sales Representative,High,Married,No,Excellent,Better,,
24,Yes,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Low,Single,Yes,Excellent,Good,,
24,No,Non-Travel,Sales,College,Life Sciences,Female,Entry Level,Sales Representative,Medium,Married,No,Excellent,Better,,
44,No,Travel_Frequently,Research & Development,Below College,Medical,Male,Mid Level,Manufacturing Director,High,Single,Yes,Excellent,Good,,
29,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,High,Divorced,No,Excellent,Better,,
30,No,Travel_Rarely,Human Resources,Bachelor,Life Sciences,Male,Entry Level,Human Resources,High,Divorced,No,Outstanding,Best,,
55,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,High,Married,Yes,Excellent,Better,,
33,No,Travel_Rarely,Research & Development,Master,Medical,Female,Entry Level,Laboratory Technician,Medium,Married,No,Excellent,Better,,
